HR,respr,Time(sec),Label
78.25,15.167917593517592,1644832906.0,0
78.33,15.208644866244866,1644832907.0,0
78.38,15.185372138972138,1644832908.0,0
78.45,15.16209941169941,1644832909.0,0
78.52,15.175398112998112,1644832910.0,0
78.58,15.188696814296817,1644832911.0,0
78.55,15.20393490953491,1644832912.0,0
78.5,15.217233610833611,1644832913.0,0
78.5,15.21723361083361,1644832914.0,0
78.52,15.220789166389164,1644832915.0,0
78.55,15.215617449217447,1644832916.0,0
78.53,15.210445732045732,1644832917.0,0
78.5,15.21044573204573,1644832918.0,0
78.45,15.21044573204573,1644832919.0,0
78.35,15.207601287601287,1644832920.0,0
78.23,15.201201287601288,1644832921.0,0
78.1,15.205467954267956,1644832922.0,0
77.95,15.205467954267954,1644832923.0,0
77.75,15.209734620934622,1644832924.0,0
77.52,15.214001287601288,1644832925.0,0
77.27,15.21632856032856,1644832926.0,0
77.02,15.21632856032856,1644832927.0,0
76.9,15.21632856032856,1644832928.0,0
76.75,15.21632856032856,1644832929.0,0
76.6,15.21632856032856,1644832930.0,0
76.45,15.21632856032856,1644832931.0,0
76.28,15.21632856032856,1644832932.0,0
76.1,15.21632856032856,1644832933.0,0
75.92,15.214389166389166,1644832934.0,0
75.73,15.212449772449771,1644832935.0,0
75.58,15.212449772449771,1644832936.0,0
75.37,15.215294216894216,1644832937.0,0
75.15,15.224021489621489,1644832938.0,0
74.93,15.234992918192916,1644832939.0,0
74.72,15.243119902319902,1644832940.0,0
74.48,15.25409133089133,1644832941.0,0
74.27,15.262218315018316,1644832942.0,0
74.07,15.2703452991453,1644832943.0,0
73.85,15.28456752136752,1644832944.0,0
73.57,15.295538949938951,1644832945.0,0
73.3,15.30193894993895,1644832946.0,0
73.02,15.299611677211676,1644832947.0,0
72.73,15.303192096792095,1644832948.0,0
72.47,15.303192096792095,1644832949.0,0
72.2,15.300864824064824,1644832950.0,0
71.92,15.298537551337551,1644832951.0,0
71.63,15.293365834165831,1644832952.0,0
71.38,15.291038561438562,1644832953.0,0
71.15,15.28231128871129,1644832954.0,0
70.92,15.27133986013986,1644832955.0,0
70.72,15.25194592074592,1644832956.0,0
70.55,15.2377236985237,1644832957.0,0
70.35,15.226752269952268,1644832958.0,0
70.15,15.209685603285603,1644832959.0,0
69.97,15.192618936618937,1644832960.0,0
69.78,15.167018936618938,1644832961.0,0
69.58,15.149952269952273,1644832962.0,0
69.33,15.144780552780553,1644832963.0,0
69.17,15.139608835608836,1644832964.0,0
69.0,15.13443711843712,1644832965.0,0
68.83,15.1292654012654,1644832966.0,0
68.65,15.131592673992674,1644832967.0,0
68.47,15.133919946719947,1644832968.0,0
68.27,15.133919946719947,1644832969.0,0
68.07,15.131075502275502,1644832970.0,0
67.88,15.124675502275505,1644832971.0,0
67.68,15.121831057831058,1644832972.0,0
67.5,15.115431057831058,1644832973.0,0
67.3,15.10903105783106,1644832974.0,0
67.07,15.102631057831056,1644832975.0,0
66.83,15.099786613386614,1644832976.0,0
66.58,15.096942168942167,1644832977.0,0
66.33,15.101208835608835,1644832978.0,0
66.1,15.101208835608835,1644832979.0,0
65.88,15.101208835608835,1644832980.0,0
65.7,15.098881562881562,1644832981.0,0
65.53,15.09603711843712,1644832982.0,0
65.38,15.093192673992672,1644832983.0,0
65.27,15.082221245421248,1644832984.0,0
65.18,15.071249816849816,1644832985.0,0
65.12,15.064849816849817,1644832986.0,0
65.07,15.058449816849816,1644832987.0,0
65.03,15.052049816849816,1644832988.0,0
65.02,15.03498315018315,1644832989.0,0
65.0,15.02858315018315,1644832990.0,0
64.97,15.025738705738704,1644832991.0,0
64.95,15.019338705738704,1644832992.0,0
64.95,15.006040004440004,1644832993.0,0
64.97,14.997312731712732,1644832994.0,0
65.0,14.994468287268289,1644832995.0,0
65.02,14.991623842823842,1644832996.0,0
65.08,14.985223842823842,1644832997.0,0
65.13,14.9823793983794,1644832998.0,0
65.12,14.979534953934952,1644832999.0,0
65.07,14.97669050949051,1644833000.0,0
65.05,14.980957176157174,1644833001.0,0
65.03,14.980957176157174,1644833002.0,0
65.02,14.978112731712732,1644833003.0,0
65.02,14.975268287268287,1644833004.0,0
65.05,14.96429685869686,1644833005.0,0
65.07,14.95912514152514,1644833006.0,0
65.05,14.953953424353426,1644833007.0,0
65.05,14.948781707181706,1644833008.0,0
65.03,14.943609990009987,1644833009.0,0
65.02,14.940765545565544,1644833010.0,0
65.0,14.940765545565544,1644833011.0,0
64.98,14.945032212232212,1644833012.0,0
64.95,14.949298878898878,1644833013.0,0
64.9,14.949298878898878,1644833014.0,0
64.88,14.949298878898878,1644833015.0,0
64.87,14.949298878898878,1644833016.0,0
64.83,14.949298878898878,1644833017.0,0
64.8,14.949298878898878,1644833018.0,0
64.73,14.946454434454434,1644833019.0,0
64.65,14.943609990009987,1644833020.0,0
64.57,14.940054434454437,1644833021.0,0
64.52,14.935483005883007,1644833022.0,0
64.5,14.935483005883007,1644833023.0,0
64.52,14.912727450327449,1644833024.0,0
64.52,14.889971894771897,1644833025.0,0
64.55,14.921971894771897,1644833026.0,0
64.62,14.953971894771897,1644833027.0,0
64.72,14.985971894771897,1644833028.0,0
64.83,15.017971894771897,1644833029.0,0
64.98,15.041244622044625,1644833030.0,0
65.12,15.06451734931735,1644833031.0,0
65.25,15.087790076590078,1644833032.0,0
65.38,15.111062803862804,1644833033.0,0
65.48,15.132396137196135,1644833034.0,0
65.62,15.153729470529472,1644833035.0,0
65.73,15.132396137196135,1644833036.0,0
65.87,15.113002197802198,1644833037.0,0
66.02,15.099703496503496,1644833038.0,0
66.17,15.080309557109556,1644833039.0,0
66.32,15.067010855810857,1644833040.0,0
66.45,15.051772760572762,1644833041.0,0
66.6,15.046601043401042,1644833042.0,0
66.75,15.041429326229329,1644833043.0,0
66.9,15.032702053502057,1644833044.0,0
67.03,15.011368720168718,1644833045.0,0
67.17,14.981502053502052,1644833046.0,0
67.27,14.951635386835386,1644833047.0,0
67.33,14.938336685536688,1644833048.0,0
67.4,14.918942746142744,1644833049.0,0
67.47,14.88907607947608,1644833050.0,0
67.57,14.910409412809411,1644833051.0,0
67.67,14.931742746142747,1644833052.0,0
67.8,14.90187607947608,1644833053.0,0
67.93,14.859209412809411,1644833054.0,0
68.05,14.829342746142746,1644833055.0,0
68.18,14.78667607947608,1644833056.0,0
68.3,14.808009412809412,1644833057.0,0
68.42,14.78667607947608,1644833058.0,0
68.57,14.744009412809412,1644833059.0,0
68.73,14.714142746142748,1644833060.0,0
68.88,14.694748806748809,1644833061.0,0
69.03,14.65208214008214,1644833062.0,0
69.2,14.630748806748809,1644833063.0,0
69.37,14.609415473415474,1644833064.0,0
69.57,14.6006882006882,1644833065.0,0
69.77,14.58129426129426,1644833066.0,0
69.98,14.55336698856699,1644833067.0,0
70.18,14.540068287268287,1644833068.0,0
70.38,14.529096858696857,1644833069.0,0
70.55,14.512030192030192,1644833070.0,0
70.7,14.486430192030191,1644833071.0,0
70.83,14.448030192030194,1644833072.0,0
70.93,14.409630192030193,1644833073.0,0
71.02,14.396331490731493,1644833074.0,0
71.05,14.391159773559773,1644833075.0,0
71.05,14.377861072261071,1644833076.0,0
71.03,14.358467132867132,1644833077.0,0
70.98,14.33053986013986,1644833078.0,0
70.95,14.30493986013986,1644833079.0,0
70.9,14.293968431568432,1644833080.0,0
70.85,14.276901764901764,1644833081.0,0
70.78,14.238501764901764,1644833082.0,0
70.73,14.26177449217449,1644833083.0,0
70.7,14.285047219447218,1644833084.0,0
70.68,14.308319946719946,1644833085.0,0
70.67,14.331592673992672,1644833086.0,0
70.63,14.308837118437118,1644833087.0,0
70.58,14.28963711843712,1644833088.0,0
70.52,14.27043711843712,1644833089.0,0
70.43,14.259770451770452,1644833090.0,0
70.33,14.262614896214895,1644833091.0,0
70.23,14.262614896214895,1644833092.0,0
70.13,14.262614896214895,1644833093.0,0
70.03,14.271342168942171,1644833094.0,0
69.9,14.28364986124986,1644833095.0,0
69.75,14.285589255189254,1644833096.0,0
69.58,14.28752864912865,1644833097.0,0
69.38,14.289468043068045,1644833098.0,0
69.17,14.296579154179152,1644833099.0,0
68.93,14.307245820845822,1644833100.0,0
68.7,14.317912487512489,1644833101.0,0
68.38,14.32663976023976,1644833102.0,0
68.12,14.330195315795317,1644833103.0,0
67.87,14.33375087135087,1644833104.0,0
67.65,14.3447222999223,1644833105.0,0
67.63,14.352849284049285,1644833106.0,0
67.6,14.36097626817627,1644833107.0,0
67.57,14.35457626817627,1644833108.0,0
67.53,14.354576268176269,1644833109.0,0
67.5,14.351731823731823,1644833110.0,0
67.45,14.35599849039849,1644833111.0,0
67.4,14.358325763125764,1644833112.0,0
67.32,14.36899242979243,1644833113.0,0
67.2,14.384230525030524,1644833114.0,0
67.07,14.39946862026862,1644833115.0,0
66.88,14.411776312576311,1644833116.0,0
66.7,14.42244297924298,1644833117.0,0
66.52,14.437681074481072,1644833118.0,0
66.32,14.44834774114774,1644833119.0,0
66.12,14.457075013875013,1644833120.0,0
65.92,14.460630569430569,1644833121.0,0
65.7,14.457786124986123,1644833122.0,0
65.47,14.452614407814409,1644833123.0,0
65.25,14.449769963369963,1644833124.0,0
65.02,14.446925518925518,1644833125.0,0
64.78,14.444081074481073,1644833126.0,0
64.55,14.44123663003663,1644833127.0,0
64.32,14.438392185592186,1644833128.0,0
64.1,14.436064912864913,1644833129.0,0
63.95,14.438004306804308,1644833130.0,0
63.82,14.4399437007437,1644833131.0,0
63.68,14.4399437007437,1644833132.0,0
63.57,14.4399437007437,1644833133.0,0
63.47,14.4399437007437,1644833134.0,0
63.4,14.441584726384724,1644833135.0,0
63.35,14.443225752025752,1644833136.0,0
63.33,14.443225752025752,1644833137.0,0
63.35,14.444866777666777,1644833138.0,0
63.4,14.446507803307805,1644833139.0,0
63.48,14.448447197247198,1644833140.0,0
63.6,14.450386591186591,1644833141.0,0
63.75,14.452027616827616,1644833142.0,0
63.92,14.452027616827618,1644833143.0,0
64.07,14.449700344100345,1644833144.0,0
64.22,14.444528626928626,1644833145.0,0
64.35,14.442201354201355,1644833146.0,0
64.48,14.435090243090242,1644833147.0,0
64.6,14.424423576423576,1644833148.0,0
64.72,14.411124875124877,1644833149.0,0
64.82,14.3703976023976,1644833150.0,0
64.9,14.391730935730935,1644833151.0,0
64.98,14.413064269064268,1644833152.0,0
65.07,14.405953157953158,1644833153.0,0
65.17,14.427286491286493,1644833154.0,0
65.3,14.448619824619826,1644833155.0,0
65.47,14.469953157953158,1644833156.0,0
65.67,14.491286491286491,1644833157.0,0
65.88,14.512619824619826,1644833158.0,0
66.13,14.469953157953158,1644833159.0,0
66.42,14.491286491286491,1644833160.0,0
66.7,14.510978798978796,1644833161.0,0
67.07,14.468312132312132,1644833162.0,0
67.4,14.457645465645466,1644833163.0,0
67.7,14.452473748473746,1644833164.0,0
68.0,14.446073748473747,1644833165.0,0
68.08,14.446073748473747,1644833166.0,0
68.2,14.454200732600732,1644833167.0,0
68.33,14.457756288156288,1644833168.0,0
68.47,14.462327716727716,1644833169.0,0
68.62,14.4704547008547,1644833170.0,0
68.78,14.484676923076924,1644833171.0,0
68.98,14.498899145299143,1644833172.0,0
69.22,14.521654700854702,1644833173.0,0
69.48,14.532321367521368,1644833174.0,0
69.78,14.529476923076924,1644833175.0,0
70.13,14.524305205905204,1644833176.0,0
70.5,14.517905205905205,1644833177.0,0
70.87,14.504606504606503,1644833178.0,0
71.25,14.50176206016206,1644833179.0,0
71.63,14.494650949050948,1644833180.0,0
72.02,14.485898812298812,1644833181.0,0
72.35,14.473591119991118,1644833182.0,0
72.7,14.461283427683428,1644833183.0,0
73.05,14.452531290931292,1644833184.0,0
73.42,14.437293195693195,1644833185.0,0
73.8,14.42662652902653,1644833186.0,0
74.18,14.417899256299258,1644833187.0,0
74.57,14.40266116106116,1644833188.0,0
74.92,14.38326722166722,1644833189.0,0
75.2,14.363873282273282,1644833190.0,0
75.45,14.335946009546008,1644833191.0,0
75.72,14.308018736818738,1644833192.0,0
75.98,14.280091464091464,1644833193.0,0
76.22,14.27724701964702,1644833194.0,0
76.42,14.27724701964702,1644833195.0,0
76.58,14.280802575202577,1644833196.0,0
76.7,14.284358130758132,1644833197.0,0
76.8,14.289529847929847,1644833198.0,0
76.85,14.29664095904096,1644833199.0,0
76.87,14.307307625707626,1644833200.0,0
76.85,14.316034898434898,1644833201.0,0
76.78,14.324762171162172,1644833202.0,0
76.67,14.329933888333889,1644833203.0,0
76.57,14.331873282273282,1644833204.0,0
76.47,14.32993388833389,1644833205.0,0
76.38,14.32566722166722,1644833206.0,0
76.3,14.31855611055611,1644833207.0,0
76.27,14.311444999445,1644833208.0,0
76.25,14.304333888333888,1644833209.0,0
76.27,14.295581751581752,1644833210.0,0
76.32,14.284915084915086,1644833211.0,0
76.38,14.277803973803971,1644833212.0,0
76.43,14.270692862692862,1644833213.0,0
76.5,14.263581751581752,1644833214.0,0
76.55,14.259315084915084,1644833215.0,0
76.6,14.252203973803974,1644833216.0,0
76.63,14.245092862692864,1644833217.0,0
76.67,14.239921145521144,1644833218.0,0
76.68,14.231193872793872,1644833219.0,0
76.68,14.209860539460538,1644833220.0,1
76.68,14.188527206127208,1644833221.0,1
76.67,14.167193872793872,1644833222.0,1
76.63,14.14586053946054,1644833223.0,1
76.62,14.137108402708405,1644833224.0,1
76.58,14.128356265956269,1644833225.0,1
76.57,14.121245154845154,1644833226.0,1
76.55,14.11249301809302,1644833227.0,1
76.55,14.108912598512598,1644833228.0,1
76.55,14.107271572871571,1644833229.0,1
76.55,14.107271572871571,1644833230.0,1
76.55,14.107271572871571,1644833231.0,1
76.52,14.105630547230549,1644833232.0,1
76.47,14.103989521589522,1644833233.0,1
76.42,14.100409102009104,1644833234.0,1
76.35,14.097361482961484,1644833235.0,1
76.27,14.09145379065379,1644833236.0,1
76.18,14.082701653901657,1644833237.0,1
76.1,14.0583207015207,1644833238.0,1
76.02,14.035346342546344,1644833239.0,1
75.95,14.053632056832058,1644833240.0,1
75.9,14.073324364524366,1644833241.0,1
75.93,14.029016672216672,1644833242.0,1
75.97,13.986350005550008,1644833243.0,1
76.0,13.954842313242311,1644833244.0,1
76.02,13.937963192363194,1644833245.0,1
76.02,13.922725097125095,1644833246.0,1
76.0,13.91205843045843,1644833247.0,1
75.97,13.90847801087801,1644833248.0,1
75.93,13.906538616938615,1644833249.0,1
75.92,13.906538616938615,1644833250.0,1
75.92,13.90653861693862,1644833251.0,1
75.92,13.904599222999222,1644833252.0,1
75.93,13.900332556332556,1644833253.0,1
75.97,13.896752136752136,1644833254.0,1
76.0,13.895111111111111,1644833255.0,1
76.03,13.893171717171718,1644833256.0,1
76.08,13.8895912975913,1644833257.0,1
76.13,13.88601087801088,1644833258.0,1
76.2,13.882430458430456,1644833259.0,1
76.28,13.88243045843046,1644833260.0,1
76.38,13.880789432789436,1644833261.0,1
76.53,13.880789432789433,1644833262.0,1
76.72,13.876522766122765,1644833263.0,1
76.9,13.867770629370629,1644833264.0,1
77.1,13.860659518259515,1644833265.0,1
77.27,13.853548407148407,1644833266.0,1
77.43,13.846437296037294,1644833267.0,1
77.55,13.840037296037297,1644833268.0,1
77.65,13.83648174048174,1644833269.0,1
77.72,13.830081740481742,1644833270.0,1
77.77,13.819110311910311,1644833271.0,1
77.78,13.780710311910312,1644833272.0,1
77.8,13.769738883338883,1644833273.0,1
77.8,13.731338883338884,1644833274.0,1
77.8,13.720367454767455,1644833275.0,1
77.8,13.71224047064047,1644833276.0,1
77.82,13.697002375402375,1644833277.0,1
77.87,13.674028016428016,1644833278.0,1
77.93,13.65878992118992,1644833279.0,1
78.02,13.643551825951826,1644833280.0,1
78.1,13.637644133644134,1644833281.0,1
78.2,13.630533022533024,1644833282.0,1
78.3,13.619866355866357,1644833283.0,1
78.38,13.61111421911422,1644833284.0,1
78.45,13.595876123876124,1644833285.0,1
78.5,13.588765012765013,1644833286.0,1
78.55,13.57645732045732,1644833287.0,1
78.58,13.5595781995782,1644833288.0,1
78.6,13.552467088467088,1644833289.0,1
78.6,13.543714951714952,1644833290.0,1
78.58,13.531407259407258,1644833291.0,1
78.57,13.516169164169163,1644833292.0,1
78.53,13.493194805194804,1644833293.0,1
78.48,13.461687112887114,1644833294.0,1
78.45,13.419020446220449,1644833295.0,1
78.42,13.438712753912752,1644833296.0,1
78.4,13.394405061605063,1644833297.0,1
78.4,13.364538394938394,1644833298.0,1
78.4,13.3330307026307,1644833299.0,1
78.38,13.30152301032301,1644833300.0,1
78.35,13.286284915084916,1644833301.0,1
78.3,13.264951581751582,1644833302.0,1
78.23,13.252643889443888,1644833303.0,1
78.15,13.252643889443888,1644833304.0,1
78.08,13.243891752691754,1644833305.0,1
78.02,13.235139615939616,1644833306.0,1
77.98,13.224472949272949,1644833307.0,1
77.97,13.212165256965257,1644833308.0,1
77.97,13.199857564657565,1644833309.0,1
77.95,13.1891908979909,1644833310.0,1
77.97,13.172311777111778,1644833311.0,1
77.98,13.15291783771784,1644833312.0,1
77.98,13.123051171051172,1644833313.0,1
78.0,13.091543478743478,1644833314.0,1
78.02,13.074664357864355,1644833315.0,1
78.07,13.051689998889998,1644833316.0,1
78.15,13.020182306582308,1644833317.0,1
78.23,12.988674614274617,1644833318.0,1
78.33,12.946007947607947,1644833319.0,1
78.42,12.96734128094128,1644833320.0,1
78.48,12.923033588633588,1644833321.0,1
78.5,12.90005922965923,1644833322.0,1
78.52,12.870192562992562,1644833323.0,1
78.52,12.840325896325895,1644833324.0,1
78.52,12.829659229659228,1644833325.0,1
78.52,12.818992562992564,1644833326.0,1
78.5,12.811881451881453,1644833327.0,1
78.5,12.803129315129311,1644833328.0,1
78.5,12.801189921189922,1644833329.0,1
78.5,12.799250527250528,1644833330.0,1
78.5,12.795670107670109,1644833331.0,1
78.5,12.789762415362416,1644833332.0,1
78.5,12.782651304251305,1644833333.0,1
78.5,12.771984637584636,1644833334.0,1
78.5,12.759676945276944,1644833335.0,1
78.5,12.749010278610278,1644833336.0,1
78.5,12.738343611943613,1644833337.0,1
78.48,12.721464491064491,1644833338.0,1
78.47,12.700131157731157,1644833339.0,1
78.45,12.657464491064491,1644833340.0,1
78.43,12.636131157731157,1644833341.0,1
78.42,12.614797824397826,1644833342.0,1
78.38,12.59955972915973,1644833343.0,1
78.37,12.584321633921633,1644833344.0,1
78.35,12.5629883005883,1644833345.0,1
78.33,12.543594361194362,1644833346.0,1
78.32,12.532927694527697,1644833347.0,1
78.28,12.532927694527697,1644833348.0,1
78.27,12.5309883005883,1644833349.0,1
78.27,12.528661027861029,1644833350.0,1
78.27,12.519933755133756,1644833351.0,1
78.27,12.50926708846709,1644833352.0,1
78.25,12.498600421800422,1644833353.0,1
78.23,12.48987314907315,1644833354.0,1
78.18,12.474635053835057,1644833355.0,1
78.1,12.463968387168386,1644833356.0,1
77.98,12.448730291930293,1644833357.0,1
77.83,12.427396958596958,1644833358.0,1
77.68,12.415089266289266,1644833359.0,1
77.53,12.4044225996226,1644833360.0,1
77.42,12.393755932955932,1644833361.0,1
77.32,12.383089266289266,1644833362.0,1
77.25,12.374361993561994,1644833363.0,1
77.18,12.3591238983239,1644833364.0,1
77.1,12.337790564990565,1644833365.0,1
77.02,12.316457231657232,1644833366.0,1
76.93,12.297063292263292,1644833367.0,1
76.85,12.286396625596629,1644833368.0,1
76.75,12.279285514485515,1644833369.0,1
76.67,12.268618847818846,1644833370.0,1
76.57,12.255320146520145,1644833371.0,1
76.45,12.242021445221448,1644833372.0,1
76.35,12.220688111888112,1644833373.0,1
76.25,12.205450016650015,1644833374.0,1
76.17,12.164722743922743,1644833375.0,1
76.08,12.123995471195473,1644833376.0,1
75.98,12.0832681984682,1644833377.0,1
75.87,12.040601531801531,1644833378.0,1
75.73,11.997934865134864,1644833379.0,1
75.62,11.970007592407592,1644833380.0,1
75.5,11.92928031968032,1644833381.0,1
75.4,11.950613653013653,1644833382.0,1
75.28,11.971946986346984,1644833383.0,1
75.17,11.96768031968032,1644833384.0,1
75.03,11.990953046953049,1644833385.0,1
74.92,12.014225774225777,1644833386.0,1
74.82,12.03555910755911,1644833387.0,1
74.72,12.056892440892442,1644833388.0,1
74.63,12.08016516816517,1644833389.0,1
74.57,12.103437895437896,1644833390.0,1
74.52,12.126710622710624,1644833391.0,1
74.48,12.149983349983351,1644833392.0,1
74.45,12.171316683316684,1644833393.0,1
74.42,12.192650016650015,1644833394.0,1
74.37,12.151922743922745,1644833395.0,1
74.32,12.123995471195473,1644833396.0,1
74.25,12.108757375957374,1644833397.0,1
74.17,12.09351928071928,1644833398.0,1
74.07,12.084792007992007,1644833399.0,1
73.95,12.08052534132534,1644833400.0,1
73.83,12.065287246087246,1644833401.0,1
73.72,12.043953912753912,1644833402.0,1
73.62,12.012446220446222,1644833403.0,1
73.52,12.033779553779556,1644833404.0,1
73.45,11.989471861471865,1644833405.0,1
73.42,12.00916416916417,1644833406.0,1
73.38,11.964856476856475,1644833407.0,1
73.38,11.986189810189812,1644833408.0,1
73.38,12.005882117882118,1644833409.0,1
73.4,11.989002997002997,1644833410.0,1
73.42,11.973764901764902,1644833411.0,1
73.45,11.95688578088578,1644833412.0,1
73.52,11.94000666000666,1644833413.0,1
73.58,11.931254523254523,1644833414.0,1
73.68,11.918946830946831,1644833415.0,1
73.82,11.913959817959816,1644833416.0,1
73.97,11.910379398379398,1644833417.0,1
74.13,11.904471706071709,1644833418.0,1
74.32,11.898564013764014,1644833419.0,1
74.48,11.892656321456322,1644833420.0,1
74.62,11.886748629148627,1644833421.0,1
74.75,11.879434343434342,1644833422.0,1
74.85,11.875853923853926,1644833423.0,1
74.95,11.86853963813964,1644833424.0,1
75.05,11.862631945831945,1644833425.0,1
75.15,11.856724253524254,1644833426.0,1
75.23,11.852457586857588,1644833427.0,1
75.32,11.85478485958486,1644833428.0,1
75.42,11.859956576756575,1644833429.0,1
75.5,11.86228384948385,1644833430.0,1
75.58,11.871011122211122,1644833431.0,1
75.75,11.884309823509822,1644833432.0,1
75.93,11.912237096237098,1644833433.0,1
76.13,11.954903762903765,1644833434.0,1
76.33,11.933570429570429,1644833435.0,1
76.53,11.95296436896437,1644833436.0,1
76.75,11.956519924519924,1644833437.0,1
76.98,11.956519924519924,1644833438.0,1
77.23,11.951948495948496,1644833439.0,1
77.48,11.938649794649796,1644833440.0,1
77.73,11.927678366078368,1644833441.0,1
78.02,11.91955138195138,1644833442.0,1
78.32,11.908579953379952,1644833443.0,1
78.62,11.894357731157733,1644833444.0,1
78.92,11.889786302586302,1644833445.0,1
79.2,11.889786302586302,1644833446.0,1
79.48,11.909180241980245,1644833447.0,1
79.73,11.937107514707517,1644833448.0,1
79.97,11.977834787434787,1644833449.0,1
80.17,12.00576206016206,1644833450.0,1
80.37,12.025155999556,1644833451.0,1
80.57,12.04454993894994,1644833452.0,1
80.73,12.05784864024864,1644833453.0,1
80.9,12.07724257964258,1644833454.0,1
81.08,12.11564257964258,1644833455.0,1
81.27,12.13503651903652,1644833456.0,1
81.45,12.14925874125874,1644833457.0,1
81.65,12.174858741258742,1644833458.0,1
81.87,12.21325874125874,1644833459.0,1
82.02,12.187658741258742,1644833460.0,1
82.18,12.226058741258742,1644833461.0,1
82.32,12.26445874125874,1644833462.0,1
82.43,12.277757442557444,1644833463.0,1
82.53,12.305684715284714,1644833464.0,1
82.62,12.346411988011988,1644833465.0,1
82.67,12.32313926073926,1644833466.0,1
82.7,12.36153926073926,1644833467.0,1
82.72,12.38713926073926,1644833468.0,1
82.72,12.41273926073926,1644833469.0,1
82.7,12.38713926073926,1644833470.0,1
82.67,12.41273926073926,1644833471.0,1
82.62,12.45113926073926,1644833472.0,1
82.55,12.42553926073926,1644833473.0,1
82.47,12.45113926073926,1644833474.0,1
82.35,12.46820592740593,1644833475.0,1
82.2,12.485272594072594,1644833476.0,1
82.02,12.496244022644024,1644833477.0,1
81.8,12.50721545121545,1644833478.0,1
81.57,12.51238716838717,1644833479.0,1
81.35,12.514714441114442,1644833480.0,1
81.15,12.51113402153402,1644833481.0,1
80.95,12.506867354867357,1644833482.0,1
80.77,12.50260068820069,1644833483.0,1
80.6,12.500273415473416,1644833484.0,1
80.47,12.511244844044844,1644833485.0,1
80.37,12.514089288489288,1644833486.0,1
80.27,12.51408928848929,1644833487.0,1
80.18,12.51408928848929,1644833488.0,1
80.13,12.516933732933731,1644833489.0,1
80.12,12.519778177378177,1644833490.0,1
80.12,12.522622621822622,1644833491.0,1
80.05,12.529022621822625,1644833492.0,1
79.97,12.527083227883228,1644833493.0,1
79.85,12.525143833943831,1644833494.0,1
79.73,12.520877167277169,1644833495.0,1
79.62,12.5166105006105,1644833496.0,1
79.47,12.512343833943834,1644833497.0,1
79.28,12.508077167277168,1644833498.0,1
79.08,12.502169474969474,1644833499.0,1
78.87,12.497902808302808,1644833500.0,1
78.63,12.49363614163614,1644833501.0,1
78.37,12.487728449328449,1644833502.0,1
78.1,12.483461782661784,1644833503.0,1
77.83,12.479195115995116,1644833504.0,1
77.58,12.474928449328448,1644833505.0,1
77.35,12.472989055389055,1644833506.0,1
77.13,12.47104966144966,1644833507.0,1
76.95,12.469110267510269,1644833508.0,1
76.78,12.465529847929847,1644833509.0,1
76.65,12.459622155622156,1644833510.0,1
76.48,12.455355488955488,1644833511.0,1
76.32,12.45108882228882,1644833512.0,1
76.18,12.445181129981131,1644833513.0,1
76.05,12.443241736041736,1644833514.0,1
75.93,12.445569008769008,1644833515.0,1
75.83,12.447896281496282,1644833516.0,1
75.73,12.450223554223554,1644833517.0,1
75.62,12.450223554223554,1644833518.0,1
75.47,12.450223554223555,1644833519.0,1
75.37,12.447896281496282,1644833520.0,1
75.25,12.442724564324564,1644833521.0,1
75.17,12.436324564324565,1644833522.0,1
75.1,12.42759729159729,1644833523.0,1
75.03,12.418845154845156,1644833524.0,1
74.97,12.410093018093017,1644833525.0,1
74.93,12.399426351426351,1644833526.0,1
74.93,12.388759684759686,1644833527.0,1
74.95,12.378093018093017,1644833528.0,1
74.98,12.367426351426351,1644833529.0,1
74.98,12.365486957486958,1644833530.0,1
75.0,12.363547563547565,1644833531.0,1
75.02,12.363547563547565,1644833532.0,1
75.07,12.361608169608171,1644833533.0,1
75.12,12.36160816960817,1644833534.0,1
75.17,12.363547563547565,1644833535.0,1
75.23,12.36548695748696,1644833536.0,1
75.33,12.363547563547565,1644833537.0,1
75.45,12.36160816960817,1644833538.0,1
75.55,12.359668775668776,1644833539.0,1
75.63,12.356088356088357,1644833540.0,1
75.7,12.356088356088357,1644833541.0,1
75.75,12.354148962148962,1644833542.0,1
75.8,12.354148962148962,1644833543.0,1
75.83,12.354148962148962,1644833544.0,1
75.85,12.35841562881563,1644833545.0,1
75.83,12.362682295482294,1644833546.0,1
75.83,12.36462168942169,1644833547.0,1
75.82,12.366948962148962,1644833548.0,1
75.78,12.369276234876237,1644833549.0,1
75.75,12.371215628815628,1644833550.0,1
75.72,12.375482295482296,1644833551.0,1
75.72,12.375482295482296,1644833552.0,1
75.73,12.375482295482296,1644833553.0,1
75.8,12.375482295482296,1644833554.0,1
75.88,12.375482295482296,1644833555.0,1
75.98,12.375482295482296,1644833556.0,1
76.1,12.375482295482296,1644833557.0,1
76.25,12.375482295482296,1644833558.0,1
76.38,12.375482295482296,1644833559.0,1
76.5,12.375482295482296,1644833560.0,1
76.72,12.3735429015429,1644833561.0,1
76.92,12.3735429015429,1644833562.0,1
76.92,12.3735429015429,1644833563.0,1
76.92,12.3735429015429,1644833564.0,1
76.9,12.371603507603508,1644833565.0,1
76.88,12.369664113664111,1644833566.0,1
76.87,12.36772471972472,1644833567.0,1
76.85,12.365785325785328,1644833568.0,1
76.83,12.36151865911866,1644833569.0,1
76.8,12.359191386391387,1644833570.0,1
76.8,12.35492471972472,1644833571.0,1
